FOLIO,EMPRESA,PUESTO,DIA,MES,ANIO,HORA,MIN,ACTP,SECTOR,FUN1,FUN2,FUN3,CAR1,CAR2,CAR3,PERIODICO,INTERNET,EMP,BOLSA,RECOM,EDAD,EDAD2,GENERO,GENERO2,VIAJA,EST,PASAN,LIC,POS,HORAEST,PROM,PROM2,DOMINIO,IT,ILE,IH,FT,FLE,FH,AT,ALE,AH,OTRO,OT,OLE,OH,EXP,EXPA,CARTA,EXAMED,EXAPSI,EXATEC,PREFE,INST1,INST2,INST3,COMU,EQUI,LIDER,CREA,PPER,TRAP,COMP,DEMO,RIES,ECONO,FINAN,IEST,PROBA,IDEO,MER,MODMAT,ST,MENC,PENS,DANIO,SPER,SISD,OTR_1,OTRO1,OTR_2,OTRO2,OFF,PAQUE,PAQ1,PAQ2,LENG,LENG1,LENG2,LENG3,PROG,DISE,RED,MBD,TECEXP,CII,MT,CTO,DEFI_1,DEFI_2,DEFI_3,DEFI_4,CURTEC,CURIDEO,DIPMA,ESTPUES,OBS
228,DELOITTE,CONSULTOR SNR,7,11,18,13,0,AUDITORIA,2,CREACIÓN DE MODELOS ESTADISTICOS DE APOYO,CREACIÓN DE DASHBOARAS,APOYO A AREAS DE SERVICIOS ACTUARIALES.,ACTUARIA,INGENIERO EN COMPUTACIÓN,ECONOMIA, , , ,X,X,N, ,N, ,S, ,X,X, ,S,S,8,S,X,X,X, , , , , , , , , , ,S,0,S,S,S,S,S,UNAM,ITAM, ,5,5,5,5,5,5,3,1,2,2,3,2,2,1,1,3,2,1,1,3,3,2, , , , ,S,S,PANER BI,TABLEAV,S,R,SQL,PYTHON,2,1,1,3,S,S,S,N,CONOCIMIENTOS TEORICOS CON FALTA DE APLICACIÓN, , , ,S,N,S,S, 
229,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,SUBDIRECTOR DE ANÁLISIS Y METODOLOGIÁS D,6,11,18,13,50,SUPERVISOR Y REGULAR A LAS INSTITUCIONES DE SEGUROS Y FIANZAS,1,MEJORAR Y DAR MANTENIMIENTO A LA FORMULA DEL REQUERIMIENTO DE CAPITAL, , ,ACTUARIA,MATEMÁTICAS,INGENIERÍA, ,X, ,X, ,N, ,N, ,N, , ,X, ,N,N, ,S, ,X, , , , , , , , , , , ,S,1,N,N,N,N,N, , , ,3,5,4,5,5,5,3,1,3,2,3,3,3,2,1,3,2,2,3,3,3,1, , , , ,S,S,MATLAB, ,S,MATLAB,SQL, ,2,1,1,3,S,N,S,N,"LA PROGRAMACIÓN ES BÁSICA, SIN EMBARGO MUCHOS NO LO SABEN.", , , ,S,N,S,S, 
230,COMISIÓN NACIONAL DE SEGUROS Y FIANZAS,SUBDIRECTOR DE SEGUROS DE PERSONAS,7,11,18,18,30,INSPECCIÓN Y VIGILANCIA DE INSTITUCIONES DE SEGURPS Y FIANZAS,1,REVISIÓN DE NOTAS TÉCNICAS DE PRODUCTOS/RESERVAS DE SEGUROS Y FIANZAS,VIGILANCIA DE LAS INSTITUCIONES DE SEGUROS Y FIANZAS,EMISIÓN DE LA REGULACIÓN,ECONOMIA,INGENIERÍA EN INFORMÁTICA, , ,X,X, ,X,N,0,N, ,S, ,X,X, , , ,0,N, , , , , , , , , , , , , ,N,0,S,S,S,S,N, , , ,5,5,5,5,5,4,3,2,2,1,2,3,3,1,1,3,2,3,3,3,3,1, ,0, ,0,S,N, , ,N, , , ,2,2,1,3,S,S,N,N,CONOCIMIENTOS DEFICIENTES EN EL ÁREA REQUERIDA, , , ,S,N,S,N, 
231,"GRUPO ARSIL, CONSULTORÍA DE RIESGO",CONSULTOR DE RIESGOS,8,11,18,19,30,"CONSULTORÍA, IMPLEMENTACIÓN DE SISTEMAS Y AUDITORÍA",2,RIESGOS,ESTADÍSTICA,FINANZAS,MATEMÁTICAS APLICADAS,INGENIERÍA EN SISTEMAS,ACTUARIA, ,X, ,X,X,N, ,N, ,S, ,X,X,X, , ,0,N, , , , , , , , , , , , , ,N,0,S,N,N,S,N, , , ,3,3,4,5,5,4,3,2,2,2,3,3,2,2,1,3,3,2,1,1,2,1, ,0, ,0,S,S,EXCEL, ,S,R,SQL, ,3,1,2,2,S,N,S,S,CONOCIMIENTO DEFICIENTE EN RIESGOS FINANCIEROS, , , ,S,N,S,S, 
232,MET LIFE MÉXICO,ESPECIALISTA ATRACCIÓN A TALENTO,7,11,18,14,0,SEGUROS,2,RECLUTAMIENTO Y SEECCIÓN DE TALENTO EN LAS ÁREAS DE ACTUARÍA,EVALUACIÓN DE CANDIDATOS, ,MATEMÁTICAS APLICADAS,ACTUARIA, , ,X,X,X,X,N,0,N, ,N,X,X,X,X,S,S,8,S,X,X, , , , , , , , , , , ,S,2,S,S,S,S,N, , , ,3,5,2,3,2,5,3,1,3,2,3,2,3,1,1,3,3,3,2,3,3,3, ,0, ,0,S,S,EXCEL, ,S,FOXPRO,VBA,SQL,2,3,2,3,S,S,S,N,MALA COMUNICACIÓN CON EL EQUIPO DE TRABAJO,TRABAJO BAJO OBJETIVOS,NEGOCIACIÓN, ,S,S,N,S, 
233,GRUPO FINANCIERO BANORTE,DIRECTOR ANALITICA,1,11,18,12,30,INSTITUCION FINANCIERA BANCARIA,2,DESARROLLO DE ESTRATEGIAS DE NEGOCIO,ANALISIS DE BASES DE DATOS,DESAROLLO MODELOS,ACTUARIA,MATEMATICAS,ECONOMIA, ,X, ,X,X,N,0,N, ,N,X,X,X,X,S,S,8,S,X,X, , , , , , , , , , , ,N,0,N,S,S,S,S,UNAM, , ,4,5,4,5,4,5,3,1,2,2,2,3,3,1,2,3,3,2,1,1,1,1, ,0, ,0,S,S,R,SQL,S,R,SQL,PYTHON,3,1,1,3,S,S,S,N,FACILIDAD PARA COMUNICARSE/RELACIONARSE,COMUNICAR IDEAS COMPLEJAS A SENCILLAS,ORIENTACION A RESULTADOS, ,S,N,S,S, 
234,NACIONAL FINANCIERA SNC,SUBDIRECTOR DE TESORERIA INTERNACIONAL,5,11,18,13,15,BANCARIA,1,CAPTACION DE RECURSOS EN MONEDA EXTRANJERA,INVERSION DE EXCEDENTES EN M.E,EMISION DE DEUDA DE LA INSTITUCION,ACTUARIA,FINANZAS,ECONOMIA, , , ,X, ,N, ,N, ,N, ,X,X,X,S,N, ,S, , ,X, , , , , , , , , , ,N,0,S,S,S,S,N, , , ,4,4,3,4,3,4,3,1,2,2,3,2,2,1,1,2,1,1,1,1,1,1, , , , ,S,N, , ,N, , , ,2,1,1,1,N,S,S,N,CONOCIMIENTOS ECONOMICOS,CONCEPTOS FINANCIEROS,PRESENTACIONES Y REDACCION,OPERACION BURSATIL,S,S,S,S, 
236,SECRETARÍA DE HACIENDA Y CRÉDITO PÚBLICO,JEFA DE DEPARTAMENTO,8,11,18,9,44,CONTROLAR LA POLÍTICA ECONÓMICA DEL GOBIERNO FEDERAL EN MATERIA FINANCIERA,1,ANÁLISIS DE OPERACIONES Y MOSTRAR ESTADÍSTICAS DE LAS OPERACIONES, , ,MATEMÁTICO,ACTUARIA,ING. EN SISTEMAS LIC. EN INFORMATICA, ,X, ,X,X,S,0,N, ,N, , ,X, , ,S,8,S,X,X,X, , , , , , , , , , ,S,1,S,S,S,S,N, , , ,5,5,4,5,5,5,3,2,3,3,3,3,2,2,1,3,3,3,2,2,2,3, ,0, ,0,S,S,"R, MINERO DE SAS", ,S,"JAVA, C++, LO BÁSICO DE LA LÓGICA DE PRO","ORACLE, SQL", ,1,1,2,2,S,N,S,N, , , , ,S,S,S,S, 
237,SERVIACERO COMERCIAL SA DE C.V.,PLANEADOR DE COMPRAS,7,11,18,20,0,COMERCIALIZADORA DE ACERO,2,ANÁLISIS DE BASE DE DATOS,REPOSICIÓN DE INVENTARIO,PLANEACIÓN DE PRODUCCIÓN,ING. MECÁNICO,ACTUARIA,ING. INDUSTRIAL,X,X, ,X, ,S,35,N, ,S, , ,X,X,S,N,0,N, , , , , , , , , , , , , ,S,0,S,S,S,S,N, , , ,4,4,4,4,4,5,3,2,3,3,2,3,3,3,3,2,3,2,2,2,2,2, ,0, ,0,S,S,"ERP, CSAP",ORACLE,N, , , ,2,2,3,3,S,S,S,S, BAJO PERFIL DE AUTOCONTROL O AUTOGESTIÓN,BAJO NIVEL DE CONFLICTO Y PARA TRABAJAR EN EQUIPO, , ,S,N,N,S, 
238,COMISIÓN NACIONAL BANCARIA Y DE VALORES,DIRECTOR DE ÁREA,8,11,18,10,24,REGULA Y SUPERVISA EL SISTEMA FINANCIERO,1,SUPERVISA EL FUNCIONAMIENTO DE LAS SOCAP´S,ANALIZAR INFORMACIÓN FINANCIERA DEL SECTOR,MIDE EL CUMPLIMIENTO DE LAS SOCAP´S A LAS DISPOSICIONES,CONTADURIA,ADMINISTRACIÓN  ECONOMÍA,ACTUARIA,X,X, , , ,N, ,N, ,N,X,X,X, ,S,N, ,S,X,X,X, , , , , , , , , , ,S,0, ,S,S,S,N, , , ,4,4,4,4,5,5,2,1,2,1,3,1,2,1,1,1,2,2,1,1,1,1, , , , ,S,N, , ,N, , , ,1,1,1,3, ,S, , , , , , ,S,S,S,S, 
239,COMISIÓN NACIONAL BANCARIA DE VALORES,ANÁLISTA SUPERVISOR,0,11,18,12,32,SUPERVISIÓN DE SOCAP´S,1,AUDITORÍA DE SOCAP´S,ANÁLISIS DE INFORMACIÓN FINACIERA,FUNCIONES ADMINISTRATIVAS,CONTADURÍA,ECONOMIA,ADMINISTRACIÓN, ,X, , ,X,N,0,N, ,S, ,X,X, ,N,N,0,N, , , , , , , , , , , , , ,N,0,N,N,S,S,N, , , ,5,5,5,5,5,5,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1, ,0, ,0,S,N, , ,N, , , ,1,1,1,2,S,N,N,N,FALTA DE COMUNICACIÓN FLUIDA/ EFECTIVA,FALTA DE CAPACIDAD PARA TRABAJAR EN EQUIPO,FALTA DE CREATIVIDAD PARA RESOLVER PROBLEMAS O REALIZAR APORTACIONES, ,S,S,S,S, 
240,COMISIÓN NACIONAL BANCARIA Y DE VALORES,DIRECTOR DE ÁREA,8,11,18,10,0,SUPERVISIÓN FINANCIERO DEL SECTOR DE SCAP,1,SUPERVISIÓN FINANCIERA IN-SITU (AUDITORIAS),ANÁLISIS FINANCIERO,APEGO A NORMATIVIDAD DE SCAP,CONTADURÍA,"ADMINISTRACIÓN , ECONOMÍA",ACTUARIA, ,X, , , ,N,0,N, ,S, ,X,X,X,N,N,0,S, ,X, , , , , , , , , , , ,N,0,N,S,S,S,S,ITAM, , ,4,5,3,4,4,5,3,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,CONTABILIDAD,2, ,0,S,N, , ,N, , , ,1,1,0,3,S,S,N,S,"CARENCIA DE CONOCIMIENTOS FINANCIEROS, CONTABLES BÁSICOS", , , ,S,S,S,S, 
241,BANORTE,GERENTE DE RIESGO PARAMÉTRICO,6,11,18,20,0,GRUPO FINANCIERO,2,GENERAR MÉTRICAS DE RIESGO HIPOTECARIO,HACER MODELOS DE ORIGINACIÓN DE CRÉDITO, ,ACTUARIA,ECONOMIA,MATEMATICOS, ,X, , ,X,N,0,N, ,S, , ,X, , , ,0,S, ,X,X, , , , , , , , , , ,S,1,N,S,S,N,S,UNAM (MÁS PRÁCTICOS),CIMAT,ITAM,5,5,2,2,4,5,3,1,2,2,3,3,2,1,1,3,2,1,1,1,1,1,BASILIA,2, ,0,S,S,SAS,SQL,S, , , ,3,1,1,2,S,S,S,S,HABILIDAD DE COMUNICACIÓN,TÉCNICAS EN PROGRAMACIÓN,NO ESTAR TITULADOS, ,S,N,N,S,"INTEGRAR MAYOR PESO A LA PROGRAMACIÓN EN TODAS LAS MATERIAS , HABILIDADES DE COMUNICACIÓN ""VENDERSE"", PROGRAMAS DE ACERCAMIENTO A LAS INSTITUCIONES"
242,SECRETARIA DE HACIENDA Y CRÉDITO PÚBLICO,DIRECTORA DE ANÁLISIS ESTADÍSTICO,9,11,18, , ,ANÁLISIS ESTADISTICO,1,MANEJO DE GRANDES BASES DE DATOS,ANÁLISIS DESCRIPTIVO Y SUMARIZADO DE DIFERENTES FUENTES DE INFORMACIÓN,MODELOS DE RIESGOS,MATEMÁTICO,ESTADISTICA,ACTUARIA, , , ,X,X,S,33,N, ,N, , ,X,X, ,S,8,S,X, , , , , , , , , , , , ,N,0,S,S,S,S,S,UNAM,POLITÉCNICO,UAM,3,4,3,5,4,5,3,1,3,2,3,3,3,2,1,3,2,2,1,1,1,1, , , , ,S,S,"MANEJADORES DE BASES DE DATOS, SAS, R",EXCEL VANZADO,S,SQL,JAVA,"SAS, R, MACROS EXCEL",2,1,1,3,S,S,S,S,NO MANEJAN GRANDES BASES DE DATOS,POCA EXPERIENCIA EN LEGUAJES DE PROGRAMACIÓN,POCA PRÁCTICA CON BASE DE DATOS REALES,POCO O NULO MANEJO DE MODELOS MATEMÁTICOS DE CLASIFICACIÓN DE RIESGO,S,S,N,N,"EN ESTA ÁREA, NO HAY PLAN DE CARRERA Y EL ASCENSO ES POR APERTURA DE NUEVAS PLAZAS O POR DESOCUPACIÓN DE LAS MISMAS."
243,GRUPO BOLSA MEXICANA DE VALORES,ESPECIALISTA EN PRODUCTOS ESPECIALES,9,11,18,10,30,HACER POSIBLE EL FUNCIONAMIENTO DEL MERCADO DE VALORES Y DERIVADOS,2,PROVEER EL SERVICIO A CLIENTES PARA LA CORRECTA ADMON DEL RIESGO, , ,FINANZAS,CONTADURIA,ECONOMIA, , , ,X,X,N,0,N, ,N, , ,X, ,S,N,0,S,X,X,X, , , , , , , , , , ,S,0,N,S,S,S,S,DEPENDE DEL ÁREA, , ,5,5,4,5,3,5,3,1,3,3,3,3,3,3,2,3,3,3,1,1,1,1, ,0, ,0,S,N, , ,S,VBA,MATLAB,JAVA,2,2,2,3,S,S,S,N,DESARROLLO O DESENVOLVERSE EN OTRAS ÁREAS,LIDERAZGO E INNOVACIÓN, , ,S,N,S,S,NINGUNA
244,VALMER (GRUPO BMV),ANALISTA EN NOTAS ESTRUCTURADAS,9,11,18,10,30,VALUACION DE INSTRUMENTOS FINANCIEROS,2,GENERACION DE MODELOS PARA VALUAR DERIVADOS,"VALUACION DE WARRANTS, DERIVADA DE CRÉDITO",OPTIMIZACIÓN DE PROCESOS DE VALUACION EN MATLAB,ACTUARIA,MATEMÁTICAS, , , , ,X, ,N, ,N, ,N,X, , , ,N,N, ,S, ,X, , , , , , , , , , , ,S,0,N,N,N,N,N, , , ,3,4,4,5,3,5,3,1,1,1,3,2,3,1,1,3,3,2,1,1,1,1, , , , ,S,S,MATLAB, ,S,MATLAB,R,EXCEL,2,2,2,2,N,N,N,N,APLICACIÓN DE LA TEORÍA O MODELACIÓN CO DATOS REALES, , , ,N,N,N,N,"APRENDES MUCHO EN EL ÁREA PORQUE TIENE TODO LO NECESARIO PARA MODELAR NUEVAS NOTAS ESTRUCTURADAS, CUENTAS CON FUENTES MUY CONFIABLES."
245,VALMER,ANALISTA DE DERIVADOS,9,11,18,10,51,SECTOR FINANCIERO,2,VALUACIÓN DE INSTRUMENTOS FINANCIEROS, , ,ACTUARIA,ECONOMIA,MATEMÁTICAS, ,X, ,X,X,N, ,N, ,N,X,X,X,X,S,N, ,N, , , , , , , , , , , , , ,N,0,N,S,N,S,N, , , ,4,3,3,4,4,5,3,1,2,2,3,2,3,1,1,2,2,1,1,1,1,1, , , , ,S,S,VBA, ,S,MATLAB, , ,3,1,1,1,S,N,S,N,POCAS HABILIDADES SOCIALES,DIFICULTAD PARA EXPLICAR MODELOS FINANCIEROS DE MANERA SIMPLIFICADA, , ,S,S,S,S,NINGUNA
246,FULLER COSMETICAS S.A.,PLANEADOR DE LA DEMANDA,7,11,18,12,11,ESTIMACIÓN DE VENTAS,2,USO DE ESTADÍSTICA PARA ESTIMAR,CREACIÓN DE REPORTES,REVISOR DE CAMPAÑA,INGENIERÍA CIVIL,ADMINISTRACIÓN DE NEGOCIOS,MATEMÁTICAS, ,X, , ,X,N, ,N, ,N,X,X,X,X,S,N, ,N, , , , , , , , , , , , , ,S,1,S,S,S,S,N, , , ,4,3,3,2,4,5,3,1,1,1,2,3,1,1,3,2,3,1,1,1,1,1, , , , ,S,N, , ,N, , , ,1,1,1,2,S,S,N,N,PENSAMIENTO NO ANALÍTICO,FALTA DE HERRAMIENTAS ESTADÍSTICAS, , ,S,N,N,N, 
247,SANTANDER,SUPERVISOR,9,11,18,2,0,SERVICIOS FINANCIEROS,2,ADMINISTRACION DE RIESGOS FINANCIEROS,MODELOS DE REGRESION,ASIGNAR CREDITOS A PERSONAS FISICAS,ADMINISTRACIÓN,ACTUARIA,ECONOMIA, , ,X,X, ,N,0,N, ,S,X,X,X,X,S,S,8.5,S,X,X, , , , , , , , , , , ,N,0,S,S,S,S,N, , , ,4,4,4,5,4,5,3,1,3,2,3,3,3,2,1,3,2,1,1,1,1,2, ,0, ,0,S,S,EXCEL AVANZADO, ,S,R,SAS,VISUAL BASIC,3,2,0,3,S,S,S,S,FALTA DE COMUNICACION,FALTA DE CONOCIMIENTOS TECNICOS BASICOS, , ,S,N,S,S, 
248,BANORTE,ANALISTA DE RIESGOS,8,11,18,2,30,SERVICIOS FINANCIEROS,2,VALUACION DE RIESGOS FINANCIEROS,RESERVAS TECNICAS EN SEGURO DE DAÑOS,VALUACION DE CARTERAS,CONTADURÍA,ECONOMIA,INGENIERIA FINANCIERA, ,X, , , ,N, ,N, ,N, ,X,X, ,S,S,8,N, , , , , , , , , , , , , ,N,0,N,N,N,S,S,FACULTAD DE CIENCIAS UNAM,ITAM, ,4,5,4,4,5,4,3,1,3,2,3,2,2,1,1,2,2,1,1,1,1,1, , , , ,S,S,MACROS VBA, ,S,R,SQL,VBA,3,1,1,3,S,N,S,S,ANALISIS Y ABRSTRACCION DE INFORMACION, , , ,S,N,S,S, 
249,BOEHRINGER INGELHEIM,RECURSOS HUMANOS,8,11,18,1,0,FARMACEUTICA,2,MINERIA DE BASES DE DATOS,ANALISIS DE INFORMACION PARA LA TOMA DE DECISIONES,"DISEÑO, IMPLEMENTACION DE ANALISIS ESTADISTICOS",ACTUARIA,INGENIERIA,ECONOMIA, ,X, ,X, ,N,0,N, ,N,X, ,X,X,S,S,8,S,X,X,X, , , , , , , , , , ,S,0,N,N,S,S,N, , , ,5,5,4,5,3,3,3,2,1,2,2,2,2,3,3,3,3,3,1,1,1,1, ,0, ,0,S,S,"EXCEL, ACCESS, WORD, POWER POINT, VISIO", ,S,VISUAL BASIC,SQL,R,2,1,1,2,S,S,S,S,NO LEEN INDICACIONES,NO SABEN TRABAJAR CON UN RITMO DE TRABAJO,NO BUSCAN SOLUCIONES ALTERNA, ,S,N,S,S, 
250,BANCO DE MEXICO,SUPERVISOR,9,11,18,1,0,SISTEMA FINANCIERO,1,ANALIZAR Y ELABORAR LA INFORMACION DE LAS INSTITUCIONES FINANCIERAS,ATENDER Y ORIENTAR LAS DESVIACIONES O INCOSISTENCIAS EN LA INFORMACION,ANALIZAR Y ELABORAR LOS REQUERIMIENTOS EVENTUALES DE INFORMACION,ACTUARIA,ECONOMIA,ADMINISTRACIÓN, , , ,X, ,N,0,N, ,N, ,X,X,X,S,S,8,S,X,X, , , , , , , , , , , ,N,0,N,N,N,S,N, , , ,4,4,4,5,3,4,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1, ,0, ,0,S,S,EXCEL,WORD,S,R,VISUAL BASIC,SQL,1,1,1,1,S,S,N,S,FALTA DE CAPACIDAD DE ANALISIS,FRUSTRACION AL FRACASO, , ,S,N,S,S, 
251,PLANNING QUANT,SUPERVISOR AREA ESTADISTICA,7,11,18,3,30,INVESTIGACION DE MERCADOS,2,ANALISIS ESTADISTICO DE LA INFORMACION PARA CAMPAÑAS DE PUBLICIDAD,ELABORACION DISEÑO MUESTRAL PARA ENCUESTAS,DEPURACION DE BASES DE DATOS,ACTUARIA,ADMINISTRACION DE EMPRESAS,INGENIERIA, ,X, , , ,N, ,N, ,N,X,X,X,X,S,N, ,N, , , , , , , , , , , , , ,N,0,N,N,N,S,N, , , ,5,4,4,4,3,4,3,1,1,1,1,3,2,1,1,2,1,3,1,1,1,1, , , , ,S,S,WORD,POWER POINT,S,R,SPSS,SQL,2,1,1,3,N,N,S,N,DIFICULTAD PARA APLICAR LOS CONOCIMIENTOS ADQUIRIDOS,DEFICIENCIAS EN LA AUTOMIZACION DE PROCESOS, , ,S,S,S,S, 
252,GRUPO NACIONAL PROVINCIAL,JEFE DEPTO ESTADISTICA,8,11,18,3,0,SEGUROS,2,ANALISIS DE INFORMACION PARA DESCUBRIR PATRONES DE COMPORTAMIENTO,IMPLEMENTACION DE MODELOS ESTADISTICOS,TOMA DE DECISIONES A TRAVES DE LA INFORMACIONS RECOPILADA,ACTUARIA,ECONOMIA,ADMINISTRACIÓN, ,X, ,X, ,N, ,N, ,N,X,X,X,X,S,S,8,N, , , , , , , , , , , , , ,N,0,N,S,S,S,N, , , ,4,4,4,5,3,4,3,1,2,1,1,2,2,1,1,2,3,3,1,2,2,1, , , , ,S,S,MACROS EXCEL,ACCESS,S,R,SAS,VISUAL BASIC,2,1,1,2,S,S,S,N,FALTA DE SINTESIS DE RESULTADOS,FALTA DE ASPECTOS TECNICOS AL PRESENTAR LA INFORMACION,DIFICULTAD PARA INTEGRARSE EN EQUIPO, ,S,N,S,S, 
253,PRESTAMOS FYR SA DE CV SOFOM ENR,GERENTE DE SISTEMAS,7,11,18,11,5,"SERVICIOS FINANCIEROS PARA MICRO, PEQUEÑA Y MEDIANA EMPRESA",2,DESARROLLO Y MANTENIMIENTO DE LAS APLICACIONES,ADMINISTRACION DE PROYECTOS,"ADMINISTRAR SERVIDORES, REDES Y BASE DE DATOS",INFORMATICOS,INGENIERIOS EN TEGNOLOGIAS DE  INFORMACION,ACTUARIA, ,X,X,X,X,N,0,N, ,S,X, ,X, ,S,S,8,S,X, , , , , , , , , , , , ,S,1,N,N,N,S,N, , , ,5,5,4,4,4,5,3,1,2,2,3,2,2,2,2,2,1,1,1,1,1,1, ,0, ,0,S,S,BASES DE DATOS,PROGRAMACION,S,JAVA,JAVASCRIPT,SQL,3,2,2,2,S,S,S,N,LES FALTAN CONOCIMIENTOS DE RESOLVER PROBLEMAS CON ALGORITMOS,LES FALTAN CONOCIMIENTOS DE BASE DE DATOS,LES FALTAN CONOCIMIENTOS DE PROGRAMACION ORIENTADA A OBJETOS,LES FALTAN CONOCIMIENTOS DE METODOLOGIAS PARA EL DESARROLLO DE SISTEMAS,S,N,S,S, 
254,CITIBANAMEX,ANALISTA DE AFORE,9,11,18,13,0,FINANCIERAS Y BANCARIAS,2,APLICACIÓN DE RECURSOS EN CUENTA DE TRABAJADORES,ANÁLISIS DE CIRCULARES,ELABORACIÓN DE REQUERIMIENTOS,FINANZAS,ECONOMIA,ACTUARIA, ,X, ,X,X,N, ,N, ,S,X,X,X, ,S,N, ,S,X,X, , , , , , , , , , , ,S,1,S,N,N,S,N, , , ,4,5,4,5,5,5,3,1,3,2,3,3,2,1,1,2,2,1,3,2,3,1, , , , ,S,N, , ,N, , , ,1,1,1,3,S,S,S,N,POBRE INTEGRACIÓN EN GRUPOS INTERDISCIPLINARIOS,POCO O NULO DESARROLLO EN MACROS EXCEL, , ,S,N,S,S, 
255,SISTEMAS INTEGRALES DE INFORMACION CORPORATIVA SA,GERENTE DE SISTEMAS,7,11,18,12,0,DESARROLLO E IMPLEMENTACION DE SISTEMAS DE INFORMACION,2,ADMINISTRACION DE PROYECTOS,ADMINISTRAR BASES DE DATOS Y SERVIDORES, ,ACTUARIA,INGENIEROS EN COMPUTACION,LIC EN INFORMATICA, ,X, ,X,X,N, ,N, ,S,X,X,X, ,S,N, ,S,X, , , , , , , , , , , , ,N,0,N,N,N,N,N, , , ,4,5,4,5,4,5,3,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1, , , , ,S,S,SQL,"SIEBEL, ORACLE",S,JAVA,JAVASCRIPT, ,3,3,3,3,S,N,S,N,POCOS CONOCIMIENTOS EN PORGRAMACIÓN ORIENTADA A OBJETOS,POCOS CONOCIMIENTOS EN BASES DE DATOS, , ,N,N,S,S, 
256,CONSAR,DGA,0,11,18,14,0,VIGILAR Y PROTEGER EL SISTEMA DE AHORROS PARA EL RETIRO,2,SUPERVISAR,MODELAR POSIBLES REFORMAS AL SAR, ,ECONOMIA,ACTUARIA, , , ,X,X,X,N, ,N, ,N, ,X,X, ,N,N,0,S,X,X,X, , , , , , , , , , ,N,0,S,N,S,S,N, , , ,5,5,4,5,2,5,3,3,2,2,3,3,2,1,1,3,3,3,3,1,3,1, ,0, ,0,S,S,MATLAB,SAS,S,SQL,MATLAB, ,3,2,1,3,N,S,S,S, , , , ,S,S,S,S, 
257,DATA ANALYTICS CONSULTING,CONSULTOR B1,7,11,18,22,33,CONSULTORIA,2, , , ,ACTUARIA, , , ,X, , ,X,N, ,N, ,S, ,X, , ,S,N, , , ,X, , , , , , , , , , , ,N,0,N,N,N,S,S,FES ACATLAN, , ,5,5,3,5,3,5,3,2,2,3,3,3,2,2,3,3,3,3,3,1,1,1, , , , ,S,S,"R, VBA, PASS, TABLEAU",BOWER B1,S,R,SQL, ,3,2,1,2,S,N,S,N, , , , ,S,N,N,S, 
258,"FASHION FORWARD, S DE R.L. DE CV",CHIEF EXECUTIVE ORDER,9,11,18, , ,MEDIOS Y PUBLICIDAD EN REDES SOCIALES (YOAMOMEDIA),2,PLANIFICACION DE ESTRATEGIAS Y VISION DE LOS PROYECTOS,MANTENER LA CONTIN UA COMUNICACION CON EXTENSION USA,TOMA DE DESICIONES Y CONTACTO CON CLIENTES POTENCIALES,COMUNICACION Y PERIODISMO,DISEÑO GRAFICO,RELACIONES INTERNACIONALES, ,X,X, ,X,N, ,S,F,N,X,X,X, ,S,N, ,S,X,X,X, , , , , , , , , , ,N,0,N,N,S,N,N, , , ,4,5,5,5,4,5,3,2,3,2,3,3,2,1,3,1,1,3,1,1,1,1, , , , ,S,S,PROGRAMAS DE DISEÑO, ,S,R,PYTHON, ,2,2,2,3,S, , , , , , , ,S,N,N,S, 
259,HS ESTUDIOS FARMACOECONÓMICOS,COORDINADOR ECONÓMICO,7,11,18,14,57,DESARROLLO Y REVISIÓN DE MODELOS ESTADÍSTICOS PARA LA EVALUACIÓN ECONÓMICA DE TECNOLOGÍAS SANITARIAS,2,ELABORACIÓN DE ESTUDIOS FARMACOECONÓMICOS,METAANÁLISIS Y MODELOS ESTADÍSTICOS,REPORTES PARA LA TOMA DE DECISIONES EN EL SECTOR DE SALUD PÚBLICA,ECONOMIA,ACTUARIA,"MEDICINA, QFB", , , ,X,X,N, ,N, ,N,X,X,X,X,S,S,8.5,S,X, , , , , , , , , , , , ,N,0,N,N,N,S,N, , , ,5,5,5,5,5,5,3,3,2,3,3,3,3,2,2,3,3,3,1,1,1,3, , , , ,S,S,R,VISUAL BASIC,S,STATA, , ,3,2,1,3,S,S,S,S,NINGUNA, , , ,S,S,S,S,NINGUNA
260,INBURSA,ANALISTA,7,11,18,17,7,SERVICIOS FINANCIEROS (BANCO),2,ANÁLISIS DE AVANCES COMERCIALES, , ,ACTUARIA,CONTADURIA,INGENIERÍA EN SISTEMAS, ,X, ,X, ,N, ,N, ,N,X,X,X,X,S,N, ,S,X, , , , , , , , , , , , ,N,0,N,S,S,N,N, , , ,2,3,3,3,3,3,3,2,2,2,3,3,1,1,3,2,1,2,3,3,3,2, , , , ,S,S,FOX PRO,SQL,N, , , ,3,2,2,3,N,N,S,S,NO SABER PROGRAMAR,NO SABER USAR EXCEL, , ,S,N,S,S,NINGUNA
